label,text,text_proc
barely-true,"After Texas defunded Planned Parenthood, both the unintended pregnancy and abortion rates dropped.",texas defunded planned parenthood unintended pregnancy abortion rates dropped
barely-true,Only one out of five of the so-called Syrian refugees who went into Europe were actually Syrian.,one five called syrian refugees went europe actually syrian
half-true,"Says Rep. Maxine Waters, D-Calif., only needs about 40,000 to 50,000 votes to win election to Congress compared with the 120,000 votes King needs, because Waters has a higher immigrant population.",says rep maxine waters calif needs num_token num_token votes win election congress compared num_token votes king needs waters higher immigrant population
false,The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws.,new york times retract story hillary clintons email handling broken certain laws
barely-true,"Says Judge Gonzalo Curiel is a member of a club or society, very strongly pro-Mexican.",says judge gonzalo curiel member club society strongly pro mexican
half-true,We expanded charter schools.,expanded charter schools
half-true,Very few men outlive their own fertility.,men outlive fertility
half-true,Our economy is so much stronger than when (Barack Obama and Joe Biden) took office. Nearly 15 million new private-sector jobs.,economy much stronger barack obama joe biden took office nearly num_token million new private sector jobs
pants-fire,Women own just 1 percent of the worlds land.,women num_token percent worlds land
true,Senator Clinton tried to spend $1 million on the Woodstock Concert Museum.,senator clinton tried spend num_token million woodstock concert museum
pants-fire,Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,obama ad contends john mccain endorses rush limbaugh's comments immigration
pants-fire,Obamacare will question your sex life.,obamacare question sex life
true,Ive taken on the federal government and won.,ive taken federal government
half-true,"The Democrats' health care bill ""gives a new Health Choices Commissioner the right to look at an individual's tax return to determine what medical benefits or subsidies that person qualifies for.""",democrats health care bill gives new health choices commissioner right look individual's tax return determine medical benefits subsidies person qualifies
half-true,Says restoring Georgia pre-k to a 180-day program was a real result of his leadership.,says restoring georgia pre k num_token day program real result leadership
false,Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.,says hillary clintons health care plan broader provision favor corporate right back providing contraceptive coverage one created hobby lobby supreme court decision
pants-fire,The fact is voter fraud is rampant.,fact voter fraud rampant
true,Wisconsins non-discrimination law doesnt protect members of the trans-gender community.,wisconsins non discrimination law doesnt protect members trans gender community
mostly-true,"In 2008, Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire.",num_token maggie hassan voted legislation prevent sanctuary cities new hampshire
true,"As mayor, Barrett led efforts to redevelop the Menomonee Valley, which now supports nearly 4,000 jobs in Wisconsin.",mayor barrett led efforts redevelop menomonee valley supports nearly num_token jobs wisconsin
mostly-true,When is a farm bill not a farm bill? When 90 percent of it is for food stamps.,farm bill farm bill num_token percent food stamps
half-true,"Says most states, but not Texas, permit jurors to ask questions of witnesses in trials.",says states texas permit jurors ask questions witnesses trials
mostly-true,President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.,president obama actually increasing bush era defense spending num_token billion new fiscal year
half-true,Says 56 percentof (the U.S.-Mexico) border is not under our control.,says num_token percentof u mexico border control
mostly-true,"At protests in Wisconsin against proposed collective bargaining changes, phony sick notes (were) passed out to excuse striking union members.",protests wisconsin proposed collective bargaining changes phony sick notes passed excuse striking union members
pants-fire,"Since Rep. John Boccieris election, Ohio has lost 600,000 jobs and his districts unemployment has doubled.",since rep john boccieris election ohio lost num_token jobs districts unemployment doubled
half-true,I sponsored the amendment that expanded the hours of early voting so that people who have irregular work schedules could vote.,sponsored amendment expanded hours early voting people irregular work schedules could vote
mostly-true,"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.",end first term president obama added much debt prior num_token presidents combined
false,"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",obama plans tax increase everyone earning num_token year
true,"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree.",half kids coming college year cant find job job thats consistent college degree
mostly-true,Charlie Crist raised taxes in 2009 and wont rule out raising taxes again.,charlie crist raised taxes num_token wont rule raising taxes
false,The payday loan industry does not exist in a state like Minnesota.,payday loan industry exist state like minnesota
barely-true,Heres the simple and undeniable fact: The overwhelming majority of violent criminals are Democrats.,heres simple undeniable fact overwhelming majority violent criminals democrats
half-true,"Says Rep. Charlie Bass, R-NH voted to raise his own pay eight times",says rep charlie bass r nh voted raise pay eight times
pants-fire,"Says Bruce Springsteen only had 8,000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted.",says bruce springsteen num_token tickets sold greensboro show canceled didnt get ticket sales wanted
barely-true,"In January, I outlined a plan to help revive our faltering economy, which formed the basis for a bipartisan stimulus package that passed the Congress.",january outlined plan help revive faltering economy formed basis bipartisan stimulus package passed congress
mostly-true,"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union.""",state legislature attempted outlaw stem cell research passes bills microchips brain talks seceding union
barely-true,"TheCBO saysthe cost of health care reform will rise to $1.8 trillion, increasing the price to far greater than the $900 billion originallyprojected.",thecbo saysthe cost health care reform rise num_token trillion increasing price far greater num_token billion originallyprojected
true,"Hillary Clinton ""has the only health care plan that covers every American.""",hillary clinton health care plan covers every american
pants-fire,Says the national heath care reform is a government takeover of health care.,says national heath care reform government takeover health care
true,"In 40 years of broadcast, I have never endorsed any candidate.",num_token years broadcast never endorsed candidate
pants-fire,There was serious voter fraud in Virginia.,serious voter fraud virginia
half-true,"In New York, your chances of getting murdered are 1 in 25,000. In Honduras, its 1 in 14.",new york chances getting murdered num_token num_token honduras num_token num_token
half-true,"Georgia spends in the top 10 nationally on education, yet, most of our education metrics hover in the bottom five.",georgia spends top num_token nationally education yet education metrics hover bottom five
half-true,"Thanks to Washington, nearly everyone will pay more in taxes in 2013. Somehow people think its just the wealthy. Its not.",thanks washington nearly everyone pay taxes num_token somehow people think wealthy
false,"The 9/11 terroristsfriends, family, girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television.",num_token num_token terroristsfriends family girlfriends united stateswere sent back part saudi arabia knew going went home wanted watch boyfriends television
false,The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett.,koch brothers alone gave twice much money scott walker total amount money raised tom barrett
barely-true,Mitt Romneys platform ...wont protect the mortgage interest (tax) deduction for middle-class families.,mitt romneys platform wont protect mortgage interest tax deduction middle class families
mostly-true,"Just 9 percent of Muslims in Pakistan viewISIS favorably. Unfortunately, that 9 percent is 16 million people. And thats just one country.",num_token percent muslims pakistan viewisis favorably unfortunately num_token percent num_token million people thats one country
barely-true,New energy standards will take away our freedom of choice and selection in the light bulbs we have in our homes.,new energy standards take away freedom choice selection light bulbs homes
mostly-true,"Says David Rivera received a $5,000 campaign contribution from Congressman Spencer Bachus, who is currently under House Ethics investigation for insider trading.",says david rivera received num_token campaign contribution congressman spencer bachus currently house ethics investigation insider trading
true,Georgia has more illegal aliens than the state of Arizona.,georgia illegal aliens state arizona
true,"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.",dane county executive kathleen falk raised property taxes millions dollars every year approved second highest increase state num_token
mostly-true,"More people were killed by terrorists in 2015 than in any other year ever, after an 80 percentincrease from 2014.",people killed terrorists num_token year ever num_token percentincrease num_token
mostly-true,"The financial penalties imposed on gay couples can cost us more than $300,000 compared with married heterosexual couples over a lifetime.",financial penalties imposed gay couples cost us num_token compared married heterosexual couples lifetime
mostly-true,Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas.,forty percent illegal immigrants people coming legally visas overstaying visas
mostly-true,Nearly 46 million Americans don't have health insurance coverage today.,nearly num_token million americans health insurance coverage today
half-true,Says Tommy Thompson pushed such strict laws that abortion providers faced potential life imprisonment and women were forced to cross state lines in order to receive attention for life-threatening issues.,says tommy thompson pushed strict laws abortion providers faced potential life imprisonment women forced cross state lines order receive attention life threatening issues
barely-true,"Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.",governor christie idea jumpstarting economy propose trickle income tax cut last year budget address year stated support
half-true,"In fact, oil spills from tankers are far more common than the very rare leaks from rigs or pipelines.",fact oil spills tankers far common rare leaks rigs pipelines
mostly-true,Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.,youve got medical report meets standard mitt romney barack obama
mostly-true,"In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects.",short time united states senate senator new york senator clinton got num_token million worth pork barrel projects
half-true,"For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed.",several days july num_token greenland surface ice cover melted time num_token years satellite observation month estimated num_token ice sheet thawed
half-true,More than 40 percent of sales nationally are made without background checks.,num_token percent sales nationally made without background checks
false,On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at.,job creation numbers latest start ny report significant number overcounts compilation ive looked
true,"The omnibus spending bill has 9,427 pork barrel items.",omnibus spending bill num_token pork barrel items
barely-true,"In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.",first budget milwaukee mayor tom barrett broke pledge keep lid property taxes continued increasing taxes fees ever since
barely-true,SayPresident George W. Bush borrowed $1.37 trillion of Social Security surplus revenue to pay for his tax cuts for the rich and his war in Iraq and never paid it back.,saypresident george w bush borrowed num_token trillion social security surplus revenue pay tax cuts rich war iraq never paid back
false,The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed.,benghazi victims left helpless die hillary clinton soundly slept bed
half-true,CEOs now earn 431 times what their workers earn.,ceos earn num_token times workers earn
half-true,"When the auto industry was going under, car parts companies like Johnson Controls begged taxpayers for a bailout, and they got one.",auto industry going car parts companies like johnson controls begged taxpayers bailout got one
half-true,We cut taxes 24 times.,cut taxes num_token times
true,Almost 1 million children ... have no health insurance in this state.,almost num_token million children health insurance state
half-true,"When President Obama landed in Cuba on Air Force One, no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of Air Force One.",president obama landed cuba air force one leader nobody greet perhaps incident without precedent long prestigious history air force one
false,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,says president franklin delano roosevelt sent advisers study socialism soviet dictator josef stalin president could replicate united states
half-true,Says his budget plan would cut our deficits by $4 trillion.,says budget plan would cut deficits num_token trillion
barely-true,"Says I never billed a single hour of my time to the City of Portland in the last 10 years -- so, no revolving door.",says never billed single hour time city portland last num_token years revolving door
false,This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,first time since depression unemployment stayed num_token percent two consecutive years
barely-true,Red light camera installed to promote public safety.,red light camera installed promote public safety
false,"Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.",minimum wage num_token year ceo goldman sachs lloyd blankfein num_token hour
barely-true,"Obamas stimulus, passed in his first month in office, will cost more than the entire Iraq War.",obamas stimulus passed first month office cost entire iraq war
false,"Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail, so they could rape and kill again.",janice hahn hired hard core gang members taxpayer money gang intervention specialists even helped get jail could rape kill
true,"According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth.",according wikipedia five countries entire planet unequal united states distribution wealth
barely-true,Michelle Nunns foundation directed grants to an Islamic group tied to radical terrorists.,michelle nunns foundation directed grants islamic group tied radical terrorists
barely-true,"As first lady, Clinton would travel to places that were ""too small, too poor or too dangerous"" for the president.",first lady clinton would travel places small poor dangerous president
true,Marijuana is less addictive than both alcohol and tobacco.,marijuana less addictive alcohol tobacco
mostly-true,70 percent of Americans believe that we are on the wrong path.,num_token percent americans believe wrong path
half-true,Says Lincoln Chafee settled a union strike by giving the teachers a 19-percent-raise.,says lincoln chafee settled union strike giving teachers num_token percent raise
false,Pam Bondi refuses to take a position on the gay-adoption ban.,pam bondi refuses take position gay adoption ban
barely-true,"Under Obamacare, people who have a doctor theyve been seeing for the last 15 or 20 years, they wont be able to keep going to that doctor.",obamacare people doctor theyve seeing last num_token num_token years wont able keep going doctor
half-true,Says Rick Perrys proposal on driver licenses and high school dropouts has been state law since 1989.,says rick perrys proposal driver licenses high school dropouts state law since num_token
mostly-true,"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.",says donald trump promised repeal obamacare build wall ban muslims
half-true,A statewide poll showing 76 percent support and other surveys are a strong indicator of broad public support in Milwaukee County for a $10.10 minimum wage,statewide poll showing num_token percent support surveys strong indicator broad public support milwaukee county num_token minimum wage
mostly-true,HIV/AIDS is dramatically on the rise in the U.S. South.,hiv aids dramatically rise u south
half-true,"Governor (Perry), you were a Democrat, having worked for Al Gore as his campaign manager...",governor perry democrat worked al gore campaign manager
half-true,"Our debt to GDP ratios, our deficit to GDP ratios are quickly approaching the countries we have been reading about for the last year and a half. We are not far behind Ireland, Greece, Portugal and Spain and all these countries we have been reading about.",debt gdp ratios deficit gdp ratios quickly approaching countries reading last year half far behind ireland greece portugal spain countries reading
half-true,"By 12th grade, more than 3 out of 10 girls have been pregnant at least once.",th grade num_token num_token girls pregnant least
false,"The Iraq war has been ""our longest war.""",iraq war longest war
half-true,"The United States is about to have the smallest Army since before WWII, the smallest Navy since WWI and the smallest Air Force ever.",united states smallest army since wwii smallest navy since wwi smallest air force ever
barely-true,[Federal] law says that you cant give in-state tuition to an illegal alien unless you first offer it to any other student regardless of their state of residence.,federal law says cant give state tuition illegal alien unless first offer student regardless state residence
false,"The most realistic estimates for jobs created by Keystone XL are maybe 2,000 jobs during the construction of the pipeline.",realistic estimates jobs created keystone xl maybe num_token jobs construction pipeline
pants-fire,"When [Mitt Romney] was the governor of Massachusetts, he performed 100 and Im not sure this number is right, but my mind says its about 180 gay marriages.",mitt romney governor massachusetts performed num_token im sure number right mind says num_token gay marriages
half-true,Illegal immigration costs Georgia $2.4 billion a year,illegal immigration costs georgia num_token billion year
false,Says Sen. Mark Pryor voted for special subsidies for lawmakers and staff in Congress so theyre protected from Obamacare.,says sen mark pryor voted special subsidies lawmakers staff congress theyre protected obamacare
barely-true,Tom Barrett voted for the largest tax increase in history ... raising taxes on gas and Social Security.,tom barrett voted largest tax increase history raising taxes gas social security
true,California is home to the largest death row populationin the Western Hemisphere.,california home largest death row populationin western hemisphere
half-true,A private school tax break in the Wisconsin state budget is the most generous in the nation.,private school tax break wisconsin state budget generous nation
half-true,"For every time the state gets paid a dollar in taxes (on gambling), somebody loses $6.",every time state gets paid dollar taxes gambling somebody loses num_token
false,Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects.,giving money politicians paid paul workman workman gave thousands politicians got millions government construction projects
half-true,"For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it.",decades elected governors tried failed get minnesota top num_token highest taxed states country actually
true,"In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges.",u african americans continue arrested nearly three one half times rate whites marijuana charges
mostly-true,"Harris County, Texas has some of the highest jailing and incarceration rates in the U.S. and the world.",harris county texas highest jailing incarceration rates u world
false,Repealing the health care law would save $95 billion in 2016.,repealing health care law would save num_token billion num_token
true,A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.,majority drunk driving deaths injuries caused drunk driving offenders prior convictions
barely-true,Fifty percent of Americans will go hungry at some time in their lives.,fifty percent americans go hungry time lives
true,"Three years ago, John McCain said, ""Afghanistan we don't read about it anymore in papers because it succeeded.""",three years ago john mccain said afghanistan read anymore papers succeeded
barely-true,Poverty levels (are) at an all-time high.,poverty levels time high
barely-true,"On ISIS, (Michael Bennet) chose the (Washington) insiders over our generals.",isis michael bennet chose washington insiders generals
true,"You know, Sen. McCain said the other day that we might have troops (in Iraq) for 100 years...",know sen mccain said day might troops iraq num_token years
true,Says the state budget includes spending on commercials for Fortune 500 companies.,says state budget includes spending commercials fortune num_token companies
false,"Says high-speed rail would have created 60,000 jobs.",says high speed rail would created num_token jobs
half-true,Says IBM leader told Obama that using IBM technology to cut fraud could pay for health care reform.,says ibm leader told obama using ibm technology cut fraud could pay health care reform
mostly-true,"Since President Obama took office, 2 million jobs. Gone.",since president obama took office num_token million jobs gone
barely-true,"Supported in-state tuition in Arkansas for illegal immigrants ""if you'd sat in our schools from the time you're 5 or 6 years old and you had become an A-plus student,"" among other things.",supported state tuition arkansas illegal immigrants sat schools time num_token num_token years old become plus student among things
true,"Health insurance premiums ""have almost doubled ... since 2000.""",health insurance premiums almost doubled since num_token
half-true,"Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.",economy could fall num_token trillion short full capacity translates num_token lost income family four
mostly-true,"To pay for government growth, leaders of both parties borrowed $4 billion a day, leaving us with todays $14 trillion debt.",pay government growth leaders parties borrowed num_token billion day leaving us todays num_token trillion debt
mostly-true,"Says that except for Donald Trump, every other major party nominee for the past 40 years has released their tax returns.",says except donald trump every major party nominee past num_token years released tax returns
barely-true,"Senate Bill 1070, simply, just mirrors federal law.",senate bill num_token simply mirrors federal law
barely-true,I helped write the Affordable Care Act.,helped write affordable care act
false,Dolphins are rapists. Look it up.,dolphins rapists look
mostly-true,The U.S. has 47 million people on food stamps. Thats 14 million more than when the current occupant of the White House took over.,u num_token million people food stamps thats num_token million current occupant white house took
barely-true,Republicans are trying to impeach our president.,republicans trying impeach president
half-true,Weve had a dramatic drop in violent crime since this law (stand your ground) has been in effect.,weve dramatic drop violent crime since law stand ground effect
half-true,My recommended budget includes $1 billion in new state funding for education.,recommended budget includes num_token billion new state funding education
half-true,"The ""pay-as-you-go law ... was a big reason why we had record surpluses in the 1990s.""",pay go law big reason record surpluses
mostly-true,"In 1998, nearly half of Floridas fourth-graders were functionally illiterate. Today, 72% of them can read.",num_token nearly half floridas fourth graders functionally illiterate today num_token read
barely-true,"In the late 1980s, the U.S. was nearly the lowest-taxed nation in the world, and a quarter century later were nearly the highest.",late u nearly lowest taxed nation world quarter century later nearly highest
true,Proposed federal regulations would affect every streetsign in the country,proposed federal regulations would affect every streetsign country
mostly-true,"There are 100 members of the U.S. Senate. Fifty-seven of them, including Russ Feingold, are lawyers. There are zero manufacturers and one accountant.",num_token members u senate fifty seven including russ feingold lawyers zero manufacturers one accountant
true,"Scott Maddox is a ""lobbyist.""",scott maddox lobbyist
mostly-true,A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.,hundred percent jobs lost recession reclaimed texas nation num_token percent
true,"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",democrats said even one hearing stimulus bill would one many single day approve five complex propositions affect lives millions
half-true,"Do you know which state has the worst ratio of white voter turnout to African-American voter turnout? Massachusetts. Do you know what has the best, where African-American turnout actually exceeds white turnout? Mississippi.",know state worst ratio white voter turnout african american voter turnout massachusetts know best african american turnout actually exceeds white turnout mississippi
true,"The National Science Foundation awarded $700,000 to fund a climate change musical.",national science foundation awarded num_token fund climate change musical
half-true,Obamas Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara.,obamas environmental protection agency sent emails hispanic heritage month photo che guevara
barely-true,Morgan Griffith fought for a plan that would have taken money away from our schools and given it to Northern Virginia schools instead.,morgan griffith fought plan would taken money away schools given northern virginia schools instead
false,Says that as Wisconsin governor he never raised taxes.,says wisconsin governor never raised taxes
true,"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state.",past decade new york state num_token current former state officeholders convicted sanctioned accused wrongdoing state
true,Why didnt (uninsured Americans) buy insurance? Because of the expense.,didnt uninsured americans buy insurance expense
mostly-true,"Nearly 100,000 people get shot every year. Thats 270 people a day and 87 dead.",nearly num_token people get shot every year thats num_token people day num_token dead
half-true,"Congress just passed another huge, pork-filled spending bill. The Democrats allowed less than a day to read all 3,400 pages and stuffed it with nearly 10,000 earmarks costing about $10-billion dollars.",congress passed another huge pork filled spending bill democrats allowed less day read num_token pages stuffed nearly num_token earmarks costing num_token billion dollars
mostly-true,This census is also the shortest and least intrusive count in modern history.,census also shortest least intrusive count modern history
false,Says Charlie Crist voted against minimum wage when he was in the Senate.,says charlie crist voted minimum wage senate
pants-fire,Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice.,soldiers donating tea party face punishment uniform code military justice
barely-true,"[Renewable energy] projects . . . get us off foreign oil and away, step by step, from these foreign entanglements that we have to get into to defend our oil supply.",renewable energy projects get us foreign oil away step step foreign entanglements get defend oil supply
true,I have disagreed strongly with the Bush administration on this issue of global warming.,disagreed strongly bush administration issue global warming
half-true,Says Donald Trump has saidhewould be neutral between Israel and its enemies.,says donald trump saidhewould neutral israel enemies
barely-true,Dave Brat said the best way to fix Social Security would be to give seniors back what they paid in and no more.,dave brat said best way fix social security would give seniors back paid
pants-fire,The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.,wisconsin department corrections considering implementing mandatory physical fitness testing security staff
mostly-true,Twenty-four percent of doctors in Virginia currently dont accept new Medicaid patients because the reimbursement rates are so low.,twenty four percent doctors virginia currently dont accept new medicaid patients reimbursement rates low
mostly-true,In the last six years of Ciancis administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence.,last six years ciancis administration violent crime united states region rhode island providence
mostly-true,There are more poor people today as a percentage of our population than the 1970s.,poor people today percentage population
mostly-true,"Irans regime is responsible for more than 1,000 American casualties during the Iraq war and has plotted a terrorist attack here in our nations capital.",irans regime responsible num_token american casualties iraq war plotted terrorist attack nations capital
true,Says taxes paid by the poorest residents of Texas are above the national average.,says taxes paid poorest residents texas national average
barely-true,Says John Boehner changed his position on extending Bush tax cuts.,says john boehner changed position extending bush tax cuts
half-true,New Jerseys poverty rate has increased since this governor took office and the number of New Jerseyans without health insurance has risen.,new jerseys poverty rate increased since governor took office number new jerseyans without health insurance risen
barely-true,Obamas Clean Power Plan ... eliminates coal-fired power plants.,obamas clean power plan eliminates coal fired power plants
barely-true,Estimates for adopting Obamacares Medicaid expansion show it will cost Virginia taxpayers $902 million through 2022.,estimates adopting obamacares medicaid expansion show cost virginia taxpayers num_token million num_token
false,Obamacare already has caused millions of hardworking Virginians to lose their health insurance.,obamacare already caused millions hardworking virginians lose health insurance
false,More Tennesseans have hunting and fishing licenses than vote.,tennesseans hunting fishing licenses vote
half-true,The federal government regulates the holes in Swiss cheese.,federal government regulates holes swiss cheese
false,American troops have never been under the formal control of another nation.,american troops never formal control another nation
false,"We have a guy who is going to be speaker of the House in four years, and his name has been on the ballot one time.",guy going speaker house four years name ballot one time
false,"We continue to see these isolated incidents of people trying to vote five, six times a day.",continue see isolated incidents people trying vote five six times day
true,Seven of the 10 highest-income counties in the country ring the city of Washington D.C.,seven num_token highest income counties country ring city washington c
false,I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature.,sponsored co sponsor legislation ever passed e verify provisions back num_token served legislature
true,Says Texas is last in workers compensation coverage.,says texas last workers compensation coverage
mostly-true,"In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm.",annual surveys rhode island communities receive drug free community grants many report num_token percent youth surveyed think daily marijuana use poses serious risk harm
false,Operating a health care exchange would be illegal in Georgia and some states because of legislation passed in those states.,operating health care exchange would illegal georgia states legislation passed states
half-true,"In the 2011 legislative session, DEQs budget was cut 18.5 percent a disproportionate cut compared to other natural resource agencies.",num_token legislative session deqs budget cut num_token percent disproportionate cut compared natural resource agencies
true,"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",already health insurance job medicare medicaid va nothing plan require employer change coverage doctor
mostly-true,Says the area damaged by Hurricane Sandy represents roughly 10 percent of our nations economy.,says area damaged hurricane sandy represents roughly num_token percent nations economy
half-true,$700 billion was robbed (from Medicare) to pay for Obamacare.,num_token billion robbed medicare pay obamacare
half-true,DUI arrests dropped significantly in Tampa once Uber began operating here.,dui arrests dropped significantly tampa uber began operating
true,"Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.",tennessee students cover num_token percent cost education public universities num_token percent community colleges
false,On opposing any and all efforts to increase taxes.,opposing efforts increase taxes
barely-true,Regulations on developers have thwarted construction on county-owned land in Milwaukees downtown Park East corridor.,regulations developers thwarted construction county owned land milwaukees downtown park east corridor
pants-fire,Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been too many in too short a period of time.,pediatricians cut number proximity vaccines recognize many short period time
half-true,The health care reform plan being proposed in Congress would mean big tax increases.,health care reform plan proposed congress would mean big tax increases
mostly-true,"Marijuana today is genetically modified, with THC levels that far surpass the marijuana of the 1970s.",marijuana today genetically modified thc levels far surpass marijuana
barely-true,Says U.S. Rep. Patrick Murphy has sided with the GOP on key votes twice as often as he sided with Democrats.,says u rep patrick murphy sided gop key votes twice often sided democrats
false,Homosexual behavior cuts your lifeby about 20 years.,homosexual behavior cuts lifeby num_token years
false,The proposed Gogebic iron ore mine is just up the hill from the Apostle Islands National Lakeshore caves along Lake Superior.,proposed gogebic iron ore mine hill apostle islands national lakeshore caves along lake superior
false,"If youre from Syria and youre a Christian, you cannot come into this country as a refugee.",youre syria youre christian cannot come country refugee
half-true,Student loans from the federal government issued between 2007 and 2012 are on target to produce $66 billion in profits for the United States government.,student loans federal government issued num_token num_token target produce num_token billion profits united states government
true,One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending.,one biggest causes soaring debt economic insecurity ends pentagon spending budget pentagon consumes half discretionary spending
false,Millionaires working side by side with George Soros are bankrolling (John Kasichs) super PAC.,millionaires working side side george soros bankrolling john kasichs super pac
pants-fire,Georgia could get money for schools by scraping the gold off the gold dome of the state Capitol.,georgia could get money schools scraping gold gold dome state capitol
true,Ive even cut my own salary -- twice.,ive even cut salary twice
pants-fire,The 2011 Legislature did not cut Texas public school funding.,num_token legislature cut texas public school funding
true,Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.,nearly top num_token prescribers oxycodone united states florida
mostly-true,"When this campaign began, I said that weve got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said lets raise it to $12.",campaign began said weve got end starvation minimum wage num_token raise num_token secretary clinton said lets raise num_token
mostly-true,The economy added more jobs during four years under Obama than it did in the entire eight years under George W. Bush.,economy added jobs four years obama entire eight years george w bush
true,We fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.,fixed loophole gun background record check system could make commonwealth safer
false,"In the weekend after the terrorist attacks in Paris, the White House said this couldnt happen in the United States. ISIS couldnt reach us here.",weekend terrorist attacks paris white house said couldnt happen united states isis couldnt reach us
mostly-true,"By 2006, the American people were overwhelmingly against the Iraq War.",num_token american people overwhelmingly iraq war
false,"In 2001 and 02 . . . we had the pension system funded at (the)100% level in that year, and we did for two years at that point.",num_token num_token pension system funded num_token level year two years point
mostly-true,"As mayor, [Allan Fung] raised taxes three times.",mayor allan fung raised taxes three times
mostly-true,"Were importing about 10 percent of our milk supply. Were Americas Dairyland, but yet we dont have enough milk in this state to meet the demand for our cheesemakers.",importing num_token percent milk supply americas dairyland yet dont enough milk state meet demand cheesemakers
false,Mitt Romney ... gave you government health care that is now bankrupting the state of Massachusetts.,mitt romney gave government health care bankrupting state massachusetts
pants-fire,"Says, regarding the presence of classified information in her email, FBI Director James Comey said my answers were truthful, and what Ive said is consistent with what I have told the American people.",says regarding presence classified information email fbi director james comey said answers truthful ive said consistent told american people
mostly-true,"In North Carolina, paid family leave is more popular than college basketball.",north carolina paid family leave popular college basketball
half-true,44% of homeless people are employed.,num_token homeless people employed
pants-fire,"Statistics show one male cat can father 420,000 kittens in five years.",statistics show one male cat father num_token kittens five years
